"","ID","habitacao","tempo_res_atual","patrimonio","telefone","proposito","reserva","n_corresponsaveis","classe"
"713",713,"própria",4,"imobiliária","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"714",714,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"715",715,"própria",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"716",716,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"717",717,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",2,"Bom"
"718",718,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"719",719,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"720",720,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","100 - 500",1,"Bom"
"721",721,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Ruim"
"722",722,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","educação","> 1000",2,"Ruim"
"723",723,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"724",724,"própria",3,"imobiliária","Nenhum","rádio/televisão","500 - 1000",1,"Bom"
"725",725,"alugada",3,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"726",726,"própria",2,"imobiliária","Nenhum","carro (novo)","> 1000",1,"Bom"
"727",727,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","500 - 1000",1,"Bom"
"728",728,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Ruim"
"729",729,"alugada",3,"desconhecido/sem propriedade","Nenhum","negócios","< 100",1,"Ruim"
"730",730,"própria",4,"imobiliária","Sim, registrado em nome do cliente","negócios","> 1000",1,"Bom"
"731",731,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"732",732,"alugada",4,"imobiliária","Nenhum","rádio/televisão","< 100",2,"Ruim"
"733",733,"própria",2,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"734",734,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","> 1000",1,"Bom"
"735",735,"própria",1,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"736",736,"própria",2,"desconhecido/sem propriedade","Nenhum","eletrodomésticos","desconhecido/semcontapoupança",1,"Bom"
"737",737,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","< 100",1,"Ruim"
"738",738,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","100 - 500",2,"Bom"
"739",739,"própria",3,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","< 100",2,"Bom"
"740",740,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","negócios","100 - 500",1,"Ruim"
"741",741,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","100 - 500",1,"Bom"
"742",742,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"743",743,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"744",744,"própria",4,"imobiliária","Sim, registrado em nome do cliente","móveis/equipamentos","500 - 1000",1,"Bom"
"745",745,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","desconhecido/semcontapoupança",1,"Bom"
"746",746,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","< 100",1,"Bom"
"747",747,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Bom"
"748",748,"própria",1,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"749",749,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"750",750,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","< 100",1,"Bom"
"751",751,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"752",752,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Ruim"
"753",753,"alugada",4,"imobiliária","Nenhum","negócios","100 - 500",1,"Bom"
"754",754,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"755",755,"de graça",4,"desconhecido/sem propriedade","Nenhum","reparos","> 1000",2,"Ruim"
"756",756,"alugada",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"757",757,"própria",1,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"758",758,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Ruim"
"759",759,"própria",2,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"760",760,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Ruim"
"761",761,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"762",762,"alugada",4,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"763",763,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","< 100",1,"Bom"
"764",764,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"765",765,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","100 - 500",1,"Bom"
"766",766,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"767",767,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"768",768,"alugada",4,"imobiliária","Nenhum","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"769",769,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"770",770,"própria",4,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"771",771,"alugada",4,"imobiliária","Nenhum","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"772",772,"própria",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","educação","< 100",1,"Ruim"
"773",773,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"774",774,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","100 - 500",1,"Bom"
"775",775,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","500 - 1000",1,"Bom"
"776",776,"alugada",4,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"777",777,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"778",778,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"779",779,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","> 1000",1,"Bom"
"780",780,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","reparos","< 100",1,"Bom"
"781",781,"própria",2,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"782",782,"própria",4,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","> 1000",1,"Bom"
"783",783,"própria",2,"imobiliária","Sim, registrado em nome do cliente","reciclagem","< 100",1,"Bom"
"784",784,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","100 - 500",1,"Ruim"
"785",785,"própria",4,"imobiliária","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"786",786,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","> 1000",1,"Bom"
"787",787,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","500 - 1000",1,"Bom"
"788",788,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"789",789,"de graça",4,"desconhecido/sem propriedade","Nenhum","educação","< 100",1,"Ruim"
"790",790,"própria",3,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","educação","< 100",1,"Ruim"
"791",791,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","< 100",2,"Ruim"
"792",792,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"793",793,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","desconhecido/semcontapoupança",1,"Bom"
"794",794,"de graça",4,"desconhecido/sem propriedade","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"795",795,"alugada",3,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","móveis/equipamentos","500 - 1000",1,"Bom"
"796",796,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","100 - 500",1,"Bom"
"797",797,"de graça",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Ruim"
"798",798,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"799",799,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"800",800,"própria",2,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"801",801,"de graça",4,"desconhecido/sem propriedade","Nenhum","educação","< 100",2,"Bom"
"802",802,"alugada",4,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"803",803,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"804",804,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"805",805,"alugada",2,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"806",806,"própria",1,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"807",807,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"808",808,"própria",4,"imobiliária","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"809",809,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"810",810,"alugada",1,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"811",811,"própria",2,"imobiliária","Sim, registrado em nome do cliente","negócios","< 100",1,"Bom"
"812",812,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"813",813,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Ruim"
"814",814,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","eletrodomésticos","< 100",1,"Ruim"
"815",815,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","< 100",2,"Ruim"
"816",816,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"817",817,"própria",4,"imobiliária","Nenhum","eletrodomésticos","500 - 1000",1,"Bom"
"818",818,"alugada",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"819",819,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","< 100",1,"Bom"
"820",820,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"821",821,"própria",2,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"822",822,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"823",823,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",2,"Ruim"
"824",824,"própria",4,"imobiliária","Nenhum","carro (novo)","< 100",1,"Bom"
"825",825,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"826",826,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"827",827,"alugada",4,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"828",828,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","negócios","< 100",2,"Ruim"
"829",829,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (usado)","desconhecido/semcontapoupança",1,"Ruim"
"830",830,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","negócios","desconhecido/semcontapoupança",2,"Bom"
"831",831,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","500 - 1000",2,"Bom"
"832",832,"alugada",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"833",833,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","negócios","< 100",1,"Ruim"
"834",834,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"835",835,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"836",836,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Ruim"
"837",837,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"838",838,"alugada",3,"imobiliária","Nenhum","móveis/equipamentos","< 100",2,"Bom"
"839",839,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"840",840,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"841",841,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"842",842,"própria",2,"imobiliária","Nenhum","carro (usado)","< 100",1,"Bom"
"843",843,"própria",4,"imobiliária","Nenhum","reparos","< 100",1,"Ruim"
"844",844,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",1,"Bom"
"845",845,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",2,"Bom"
"846",846,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","desconhecido/semcontapoupança",1,"Bom"
"847",847,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"848",848,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",1,"Bom"
"849",849,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"850",850,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"851",851,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Ruim"
"852",852,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"853",853,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"854",854,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","< 100",2,"Ruim"
"855",855,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",2,"Bom"
"856",856,"própria",3,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","100 - 500",1,"Bom"
"857",857,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","reciclagem","desconhecido/semcontapoupança",1,"Bom"
"858",858,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"859",859,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"860",860,"alugada",2,"imobiliária","Nenhum","carro (novo)","100 - 500",2,"Bom"
"861",861,"própria",2,"imobiliária","Nenhum","carro (usado)","> 1000",1,"Bom"
"862",862,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"863",863,"própria",4,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Ruim"
"864",864,"própria",2,"imobiliária","Sim, registrado em nome do cliente","móveis/equipamentos","> 1000",2,"Bom"
"865",865,"alugada",2,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"866",866,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","500 - 1000",1,"Bom"
"867",867,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"868",868,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"869",869,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","desconhecido/semcontapoupança",1,"Bom"
"870",870,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"871",871,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","500 - 1000",1,"Bom"
"872",872,"própria",4,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"873",873,"própria",1,"imobiliária","Sim, registrado em nome do cliente","negócios","100 - 500",1,"Bom"
"874",874,"própria",1,"imobiliária","Nenhum","eletrodomésticos","desconhecido/semcontapoupança",1,"Bom"
"875",875,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",2,"Bom"
"876",876,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","> 1000",1,"Bom"
"877",877,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"878",878,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"879",879,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"880",880,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"881",881,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"882",882,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"883",883,"própria",4,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"884",884,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"885",885,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"886",886,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","educação","< 100",1,"Ruim"
"887",887,"própria",3,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","negócios","desconhecido/semcontapoupança",2,"Bom"
"888",888,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"889",889,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"890",890,"alugada",4,"imobiliária","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"891",891,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",2,"Bom"
"892",892,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"893",893,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"894",894,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"895",895,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"896",896,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"897",897,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"898",898,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","> 1000",1,"Bom"
"899",899,"alugada",4,"imobiliária","Nenhum","móveis/equipamentos","desconhecido/semcontapoupança",1,"Bom"
"900",900,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"901",901,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"902",902,"própria",4,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"903",903,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"904",904,"alugada",2,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"905",905,"própria",1,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"906",906,"alugada",2,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",2,"Bom"
"907",907,"própria",2,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"908",908,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","educação","desconhecido/semcontapoupança",1,"Bom"
"909",909,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (usado)","< 100",1,"Bom"
"910",910,"própria",2,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"911",911,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"912",912,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"913",913,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"914",914,"própria",2,"imobiliária","Sim, registrado em nome do cliente","negócios","> 1000",1,"Bom"
"915",915,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"916",916,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Ruim"
"917",917,"própria",2,"imobiliária","Nenhum","carro (usado)","100 - 500",2,"Bom"
"918",918,"própria",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"919",919,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","100 - 500",1,"Ruim"
"920",920,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"921",921,"própria",2,"desconhecido/sem propriedade","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"922",922,"própria",1,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","500 - 1000",1,"Bom"
"923",923,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","< 100",1,"Ruim"
"924",924,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",2,"Bom"
"925",925,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"926",926,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"927",927,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"928",928,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","< 100",2,"Ruim"
"929",929,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"930",930,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"931",931,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"932",932,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Ruim"
"933",933,"própria",1,"imobiliária","Nenhum","carro (novo)","< 100",1,"Bom"
"934",934,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","500 - 1000",2,"Bom"
"935",935,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"936",936,"própria",3,"desconhecido/sem propriedade","Nenhum","rádio/televisão","100 - 500",1,"Ruim"
"937",937,"própria",2,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"938",938,"alugada",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"939",939,"de graça",4,"desconhecido/sem propriedade","Nenhum","educação","< 100",1,"Ruim"
"940",940,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"941",941,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",2,"Bom"
"942",942,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"943",943,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","desconhecido/semcontapoupança",1,"Bom"
"944",944,"própria",1,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"945",945,"alugada",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"946",946,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","500 - 1000",1,"Bom"
"947",947,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","móveis/equipamentos","500 - 1000",2,"Ruim"
