"","ID","status_conta","duracao_mes","hist_credito","qtdd_credito","percen_tx_rendim_disp","dev_fiadores","outros_par","n_creditos","classe"
"891",891,"Negativo",27,"Pendente (outros bancos)",2442,4,"nenhum","lojas",4,"Bom"
"892",892,"Inexistente",15,"Pendente (outros bancos)",1829,4,"nenhum","nenhum",2,"Bom"
"893",893,"Negativo",12,"Pendente (outros bancos)",2171,4,"nenhum","banco",2,"Bom"
"894",894,"Regular",36,"Pendente (outros bancos)",5800,3,"nenhum","nenhum",2,"Bom"
"895",895,"Inexistente",18,"Pendente (outros bancos)",1169,4,"nenhum","nenhum",2,"Bom"
"896",896,"Inexistente",36,"Pago mas já esteve em atraso",8947,3,"nenhum","lojas",1,"Bom"
"897",897,"Negativo",21,"Pago em dia",2606,4,"nenhum","nenhum",1,"Bom"
"898",898,"Inexistente",12,"Pendente (outros bancos)",1592,3,"nenhum","nenhum",1,"Bom"
"899",899,"Inexistente",15,"Pago em dia",2186,1,"nenhum","banco",1,"Bom"
"900",900,"Negativo",18,"Pago em dia",4153,2,"co-requerente","nenhum",1,"Ruim"
"901",901,"Negativo",16,"Pendente (outros bancos)",2625,2,"fiador","banco",1,"Ruim"
"902",902,"Inexistente",20,"Pendente (outros bancos)",3485,2,"nenhum","nenhum",2,"Bom"
"903",903,"Inexistente",36,"Pendente (outros bancos)",10477,2,"nenhum","nenhum",2,"Bom"
"904",904,"Inexistente",15,"Pago em dia",1386,4,"nenhum","nenhum",1,"Bom"
"905",905,"Inexistente",24,"Pago em dia",1278,4,"nenhum","nenhum",1,"Bom"
"906",906,"Negativo",12,"Pago em dia",1107,2,"nenhum","nenhum",1,"Bom"
"907",907,"Negativo",21,"Pago em dia",3763,2,"co-requerente","nenhum",1,"Bom"
"908",908,"Regular",36,"Pago em dia",3711,2,"nenhum","nenhum",1,"Bom"
"909",909,"Inexistente",15,"Pago mas já esteve em atraso",3594,1,"nenhum","nenhum",2,"Bom"
"910",910,"Regular",9,"Pago em dia",3195,1,"nenhum","nenhum",1,"Bom"
"911",911,"Inexistente",36,"Pago mas já esteve em atraso",4454,4,"nenhum","nenhum",2,"Bom"
"912",912,"Regular",24,"Pendente (outros bancos)",4736,2,"nenhum","banco",1,"Ruim"
"913",913,"Regular",30,"Pago em dia",2991,2,"nenhum","nenhum",1,"Bom"
"914",914,"Inexistente",11,"Pago em dia",2142,1,"nenhum","nenhum",1,"Bom"
"915",915,"Negativo",24,"Quitados",3161,4,"nenhum","nenhum",1,"Ruim"
"916",916,"Regular",48,"Quitados",18424,1,"nenhum","banco",1,"Ruim"
"917",917,"Inexistente",10,"Pago em dia",2848,1,"co-requerente","nenhum",1,"Bom"
"918",918,"Negativo",6,"Pago em dia",14896,1,"nenhum","banco",1,"Ruim"
"919",919,"Negativo",24,"Pago em dia",2359,1,"nenhum","nenhum",1,"Ruim"
"920",920,"Negativo",24,"Pago em dia",3345,4,"nenhum","nenhum",1,"Ruim"
"921",921,"Inexistente",18,"Pendente (outros bancos)",1817,4,"nenhum","nenhum",2,"Bom"
"922",922,"Inexistente",48,"Pago mas já esteve em atraso",12749,4,"nenhum","nenhum",1,"Bom"
"923",923,"Negativo",9,"Pago em dia",1366,3,"nenhum","nenhum",1,"Ruim"
"924",924,"Regular",12,"Pago em dia",2002,3,"nenhum","nenhum",1,"Bom"
"925",925,"Negativo",24,"Quitados",6872,2,"nenhum","banco",1,"Ruim"
"926",926,"Negativo",12,"Quitados",697,4,"nenhum","banco",2,"Ruim"
"927",927,"Negativo",18,"Pendente (outros bancos)",1049,4,"nenhum","nenhum",1,"Bom"
"928",928,"Negativo",48,"Pago em dia",10297,4,"nenhum","lojas",3,"Ruim"
"929",929,"Inexistente",30,"Pago em dia",1867,4,"nenhum","nenhum",1,"Bom"
"930",930,"Negativo",12,"Pago mas já esteve em atraso",1344,4,"nenhum","nenhum",2,"Bom"
"931",931,"Negativo",24,"Pago em dia",1747,4,"co-requerente","nenhum",1,"Bom"
"932",932,"Regular",9,"Pago em dia",1670,4,"nenhum","nenhum",1,"Ruim"
"933",933,"Inexistente",9,"Pendente (outros bancos)",1224,3,"nenhum","nenhum",2,"Bom"
"934",934,"Inexistente",12,"Pendente (outros bancos)",522,4,"nenhum","nenhum",2,"Bom"
"935",935,"Negativo",12,"Pago em dia",1498,4,"nenhum","banco",1,"Bom"
"936",936,"Regular",30,"Pago mas já esteve em atraso",1919,4,"nenhum","lojas",2,"Ruim"
"937",937,"Alto",9,"Pago em dia",745,3,"nenhum","nenhum",1,"Ruim"
"938",938,"Regular",6,"Pago em dia",2063,4,"nenhum","nenhum",1,"Bom"
"939",939,"Regular",60,"Pago em dia",6288,4,"nenhum","nenhum",1,"Ruim"
"940",940,"Inexistente",24,"Pendente (outros bancos)",6842,2,"nenhum","nenhum",2,"Bom"
"941",941,"Inexistente",12,"Pago em dia",3527,2,"nenhum","nenhum",1,"Bom"
"942",942,"Inexistente",10,"Pago em dia",1546,3,"nenhum","nenhum",1,"Bom"
"943",943,"Inexistente",24,"Pago em dia",929,4,"nenhum","lojas",1,"Bom"
"944",944,"Inexistente",4,"Pendente (outros bancos)",1455,2,"nenhum","nenhum",3,"Bom"
"945",945,"Negativo",15,"Pago em dia",1845,4,"fiador","nenhum",1,"Bom"
"946",946,"Regular",48,"Quitados",8358,1,"nenhum","nenhum",2,"Bom"
"947",947,"Negativo",24,"Quitados",3349,4,"nenhum","nenhum",1,"Ruim"
"948",948,"Inexistente",12,"Pago em dia",2859,4,"nenhum","nenhum",1,"Bom"
"949",949,"Inexistente",18,"Pago em dia",1533,4,"co-requerente","nenhum",1,"Ruim"
"950",950,"Inexistente",24,"Pago em dia",3621,2,"nenhum","nenhum",2,"Ruim"
"951",951,"Regular",18,"Pendente (outros bancos)",3590,3,"nenhum","nenhum",3,"Bom"
"952",952,"Negativo",36,"Pago mas já esteve em atraso",2145,2,"nenhum","nenhum",2,"Ruim"
"953",953,"Regular",24,"Pago em dia",4113,3,"nenhum","nenhum",1,"Ruim"
"954",954,"Inexistente",36,"Pago em dia",10974,4,"nenhum","nenhum",2,"Ruim"
"955",955,"Negativo",12,"Pago em dia",1893,4,"fiador","nenhum",1,"Bom"
"956",956,"Negativo",24,"Pendente (outros bancos)",1231,4,"nenhum","nenhum",2,"Bom"
"957",957,"Alto",30,"Pendente (outros bancos)",3656,4,"nenhum","lojas",2,"Bom"
"958",958,"Regular",9,"Pendente (outros bancos)",1154,2,"nenhum","nenhum",3,"Bom"
"959",959,"Negativo",28,"Pago em dia",4006,3,"nenhum","nenhum",1,"Ruim"
"960",960,"Regular",24,"Pago em dia",3069,4,"nenhum","nenhum",1,"Bom"
"961",961,"Inexistente",6,"Pendente (outros bancos)",1740,2,"nenhum","nenhum",2,"Bom"
"962",962,"Regular",21,"Pago mas já esteve em atraso",2353,1,"nenhum","nenhum",2,"Bom"
"963",963,"Inexistente",15,"Pago em dia",3556,3,"nenhum","nenhum",1,"Bom"
"964",964,"Inexistente",24,"Pago em dia",2397,3,"nenhum","banco",2,"Ruim"
"965",965,"Regular",6,"Pago em dia",454,3,"nenhum","nenhum",1,"Bom"
"966",966,"Regular",30,"Pago em dia",1715,4,"nenhum","nenhum",1,"Bom"
"967",967,"Regular",27,"Pendente (outros bancos)",2520,4,"nenhum","nenhum",2,"Ruim"
"968",968,"Inexistente",15,"Pago em dia",3568,4,"nenhum","banco",1,"Bom"
"969",969,"Inexistente",42,"Pago em dia",7166,2,"nenhum","nenhum",1,"Bom"
"970",970,"Negativo",11,"Pendente (outros bancos)",3939,1,"nenhum","nenhum",2,"Bom"
"971",971,"Regular",15,"Pago em dia",1514,4,"fiador","nenhum",1,"Bom"
"972",972,"Inexistente",24,"Pago em dia",7393,1,"nenhum","nenhum",1,"Bom"
"973",973,"Negativo",24,"Quitados",1193,1,"co-requerente","nenhum",2,"Ruim"
"974",974,"Negativo",60,"Pago em dia",7297,4,"co-requerente","nenhum",1,"Ruim"
"975",975,"Inexistente",30,"Pendente (outros bancos)",2831,4,"nenhum","nenhum",1,"Bom"
"976",976,"Alto",24,"Pago em dia",1258,3,"nenhum","nenhum",1,"Bom"
"977",977,"Regular",6,"Pago em dia",753,2,"fiador","nenhum",1,"Bom"
"978",978,"Regular",18,"Pago mas já esteve em atraso",2427,4,"nenhum","nenhum",2,"Bom"
"979",979,"Inexistente",24,"Pago mas já esteve em atraso",2538,4,"nenhum","nenhum",2,"Ruim"
"980",980,"Regular",15,"Quitados",1264,2,"nenhum","nenhum",1,"Ruim"
"981",981,"Regular",30,"Pendente (outros bancos)",8386,2,"nenhum","nenhum",1,"Ruim"
"982",982,"Inexistente",48,"Pago em dia",4844,3,"nenhum","banco",1,"Ruim"
"983",983,"Alto",21,"Pago em dia",2923,1,"nenhum","banco",1,"Bom"
"984",984,"Negativo",36,"Pago em dia",8229,2,"nenhum","nenhum",1,"Ruim"
"985",985,"Inexistente",24,"Pendente (outros bancos)",2028,2,"nenhum","nenhum",2,"Bom"
"986",986,"Negativo",15,"Pendente (outros bancos)",1433,4,"nenhum","nenhum",2,"Bom"
"987",987,"Alto",42,"Quitados",6289,2,"nenhum","nenhum",2,"Bom"
"988",988,"Inexistente",13,"Pago em dia",1409,2,"nenhum","nenhum",1,"Bom"
"989",989,"Negativo",24,"Pago em dia",6579,4,"nenhum","nenhum",1,"Bom"
"990",990,"Regular",24,"Pendente (outros bancos)",1743,4,"nenhum","nenhum",2,"Bom"
"991",991,"Inexistente",12,"Pendente (outros bancos)",3565,2,"nenhum","nenhum",2,"Bom"
"992",992,"Inexistente",15,"Quitados",1569,4,"nenhum","banco",1,"Bom"
"993",993,"Negativo",18,"Pago em dia",1936,2,"nenhum","nenhum",2,"Bom"
"994",994,"Negativo",36,"Pago em dia",3959,4,"nenhum","nenhum",1,"Bom"
"995",995,"Inexistente",12,"Pago em dia",2390,4,"nenhum","nenhum",1,"Bom"
"996",996,"Inexistente",12,"Pago em dia",1736,3,"nenhum","nenhum",1,"Bom"
"997",997,"Negativo",30,"Pago em dia",3857,4,"nenhum","nenhum",1,"Bom"
"998",998,"Inexistente",12,"Pago em dia",804,4,"nenhum","nenhum",1,"Bom"
"999",999,"Negativo",45,"Pago em dia",1845,4,"nenhum","nenhum",1,"Ruim"
"1000",1000,"Regular",45,"Pendente (outros bancos)",4576,3,"nenhum","nenhum",1,"Bom"
