"","X","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"755",755,"Inexistente",12,"Pago mas já esteve em atraso","reparos",1555,"> 1000","> 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",55,"nenhum","de graça",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",755
"756",756,"Negativo",24,"Pago em dia","carro (novo)",1285,"Desconhecido/Inexistente","4 - 7",4,"Mulher","uniao registrada","nenhum",4,"Sem posses/
desconhecido",32,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",756
"757",757,"Alto",6,"Pendente (outros bancos)","carro (novo)",1299,"< 100","1 - 4",1,"Homem"," solteiro","nenhum",1,"Imóvel",74,"nenhum","própria",3,"desempregado/não qualificado - não residente",2,"Nenhum","Não","Bom",757
"758",758,"Alto",15,"Pendente (outros bancos)","rádio/televisão",1271,"Desconhecido/Inexistente","1 - 4",3,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",39,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",758
"759",759,"Inexistente",24,"Pago em dia","carro (novo)",1393,"< 100","1 - 4",2,"Homem"," solteiro","fiador",2,"Imóvel",31,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",759
"760",760,"Negativo",12,"Pendente (outros bancos)","carro (novo)",691,"< 100","> 7",4,"Homem"," solteiro","nenhum",3,"Poupança/
Seguro de vida",35,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",760
"761",761,"Inexistente",15,"Pendente (outros bancos)","carro (novo)",5045,"Desconhecido/Inexistente","> 7",1,"Mulher","uniao registrada","nenhum",4,"Carro/outro",59,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",761
"762",762,"Negativo",18,"Pendente (outros bancos)","móveis/equipamentos",2124,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"Imóvel",24,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",762
"763",763,"Negativo",12,"Pago em dia","rádio/televisão",2214,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",3,"Poupança/
Seguro de vida",24,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",763
"764",764,"Inexistente",21,"Pendente (outros bancos)","carro (novo)",12680,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",30,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",764
"765",765,"Inexistente",24,"Pendente (outros bancos)","carro (novo)",2463,"100 - 500","4 - 7",4,"Homem","uniao registrada","nenhum",3,"Poupança/
Seguro de vida",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",765
"766",766,"Regular",12,"Pago em dia","rádio/televisão",1155,"< 100","> 7",3,"Homem","uniao registrada","fiador",3,"Imóvel",40,"banco","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",766
"767",767,"Negativo",30,"Pago em dia","móveis/equipamentos",3108,"< 100","...<1ano",2,"Homem","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",31,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",767
"768",768,"Inexistente",10,"Pago em dia","carro (usado)",2901,"Desconhecido/Inexistente","...<1ano",1,"Mulher","uniao registrada","nenhum",4,"Imóvel",31,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",768
"769",769,"Regular",12,"Pendente (outros bancos)","móveis/equipamentos",3617,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"Carro/outro",28,"nenhum","alugada",3,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",769
"770",770,"Inexistente",12,"Pendente (outros bancos)","rádio/televisão",1655,"< 100","> 7",2,"Homem"," solteiro","nenhum",4,"Imóvel",63,"nenhum","própria",2,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Bom",770
"771",771,"Negativo",24,"Pago em dia","carro (usado)",2812,"Desconhecido/Inexistente","> 7",2,"Mulher","uniao registrada","nenhum",4,"Imóvel",26,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",771
"772",772,"Negativo",36,"Pendente (outros bancos)","educação",8065,"< 100","1 - 4",3,"Mulher","uniao registrada","nenhum",2,"Sem posses/
desconhecido",25,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",772
"773",773,"Inexistente",21,"Pendente (outros bancos)","carro (usado)",3275,"< 100","> 7",1,"Homem"," solteiro","nenhum",4,"Carro/outro",36,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",773
"774",774,"Inexistente",24,"Pendente (outros bancos)","rádio/televisão",2223,"100 - 500","> 7",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",52,"banco","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",774
"775",775,"Alto",12,"Pendente (outros bancos)","carro (novo)",1480,"500 - 1000","desempregado",2,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",66,"banco","de graça",3,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",775
"776",776,"Negativo",24,"Pago em dia","carro (novo)",1371,"Desconhecido/Inexistente","1 - 4",4,"Mulher","uniao registrada","nenhum",4,"Imóvel",25,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",776
"777",777,"Inexistente",36,"Pendente (outros bancos)","carro (novo)",3535,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",37,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",777
"778",778,"Negativo",18,"Pago em dia","rádio/televisão",3509,"< 100","4 - 7",4,"Mulher","uniao registrada","fiador",1,"Imóvel",25,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",778
"779",779,"Inexistente",36,"Pendente (outros bancos)","carro (usado)",5711,"> 1000","> 7",4,"Homem"," solteiro","nenhum",2,"Carro/outro",38,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",779
"780",780,"Regular",18,"Pago em dia","reparos",3872,"< 100","desempregado",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",67,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",780
"781",781,"Regular",39,"Pendente (outros bancos)","rádio/televisão",4933,"< 100","4 - 7",2,"Homem"," solteiro","fiador",2,"Imóvel",25,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",781
"782",782,"Inexistente",24,"Pendente (outros bancos)","carro (novo)",1940,"> 1000","> 7",4,"Homem"," solteiro","nenhum",4,"Imóvel",60,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",782
"783",783,"Regular",12,"Quitados","reciclagem",1410,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"Imóvel",31,"nenhum","própria",1,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Bom",783
"784",784,"Regular",12,"Pago em dia","carro (novo)",836,"100 - 500","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",23,"banco","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",784
"785",785,"Regular",20,"Pago em dia","carro (usado)",6468,"Desconhecido/Inexistente","desempregado",1,"Homem","uniao registrada","nenhum",4,"Imóvel",60,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",785
"786",786,"Regular",18,"Pago em dia","negócios",1941,"> 1000","1 - 4",4,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",35,"nenhum","própria",1,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Bom",786
"787",787,"Inexistente",22,"Pago em dia","rádio/televisão",2675,"500 - 1000","> 7",3,"Homem"," solteiro","nenhum",4,"Carro/outro",40,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",787
"788",788,"Inexistente",48,"Pendente (outros bancos)","carro (usado)",2751,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",3,"Carro/outro",38,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",788
"789",789,"Regular",48,"Pago mas já esteve em atraso","educação",6224,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",50,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",789
"790",790,"Negativo",40,"Pendente (outros bancos)","educação",5998,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",3,"Sem posses/
desconhecido",27,"banco","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",790
"791",791,"Regular",21,"Pago em dia","negócios",1188,"< 100","> 7",2,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",39,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",791
"792",792,"Inexistente",24,"Pago em dia","carro (usado)",6313,"Desconhecido/Inexistente","> 7",3,"Homem"," solteiro","nenhum",4,"Carro/outro",41,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",792
"793",793,"Inexistente",6,"Pendente (outros bancos)","móveis/equipamentos",1221,"Desconhecido/Inexistente","1 - 4",1,"Homem","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",793
"794",794,"Alto",24,"Pago em dia","móveis/equipamentos",2892,"< 100","> 7",3,"Homem","uniao registrada","nenhum",4,"Sem posses/
desconhecido",51,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",794
"795",795,"Inexistente",24,"Pago em dia","móveis/equipamentos",3062,"500 - 1000","> 7",4,"Homem"," solteiro","nenhum",3,"Sem posses/
desconhecido",32,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",795
"796",796,"Inexistente",9,"Pago em dia","móveis/equipamentos",2301,"100 - 500","...<1ano",2,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",22,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",796
"797",797,"Negativo",18,"Pago em dia","carro (usado)",7511,"Desconhecido/Inexistente","> 7",1,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",51,"nenhum","de graça",1,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Ruim",797
"798",798,"Inexistente",12,"Pendente (outros bancos)","móveis/equipamentos",1258,"< 100","...<1ano",2,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",22,"nenhum","alugada",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",798
"799",799,"Inexistente",24,"Pago mas já esteve em atraso","carro (novo)",717,"Desconhecido/Inexistente","> 7",4,"Homem","uniao registrada","nenhum",4,"Carro/outro",54,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",799
"800",800,"Regular",9,"Pago em dia","carro (novo)",1549,"Desconhecido/Inexistente","...<1ano",4,"Homem"," solteiro","nenhum",2,"Imóvel",35,"nenhum","própria",1,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",800
"801",801,"Inexistente",24,"Pendente (outros bancos)","educação",1597,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",54,"nenhum","de graça",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",801
"802",802,"Regular",18,"Pendente (outros bancos)","rádio/televisão",1795,"< 100","> 7",3,"Mulher","uniao registrada","fiador",4,"Imóvel",48,"banco","alugada",2,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Bom",802
"803",803,"Negativo",20,"Pendente (outros bancos)","móveis/equipamentos",4272,"< 100","> 7",1,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",24,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",803
"804",804,"Inexistente",12,"Pendente (outros bancos)","rádio/televisão",976,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",35,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",804
"805",805,"Regular",12,"Pago em dia","carro (novo)",7472,"Desconhecido/Inexistente","desempregado",1,"Mulher","uniao registrada","nenhum",2,"Imóvel",24,"nenhum","alugada",1,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Bom",805
"806",806,"Negativo",36,"Pago em dia","carro (novo)",9271,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",1,"Carro/outro",24,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",806
"807",807,"Regular",6,"Pago em dia","rádio/televisão",590,"< 100","...<1ano",3,"Homem","uniao registrada","nenhum",3,"Imóvel",26,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Não","Bom",807
"808",808,"Inexistente",12,"Pendente (outros bancos)","rádio/televisão",930,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Imóvel",65,"nenhum","própria",4,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",808
"809",809,"Regular",42,"Quitados","carro (usado)",9283,"< 100","desempregado",1,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",55,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",809
"810",810,"Regular",15,"Quitados","carro (novo)",1778,"< 100","...<1ano",2,"Mulher","uniao registrada","nenhum",1,"Imóvel",26,"nenhum","alugada",2,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Ruim",810
"811",811,"Regular",8,"Pago em dia","negócios",907,"< 100","...<1ano",3,"Homem","uniao registrada","nenhum",2,"Imóvel",26,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",811
"812",812,"Regular",6,"Pago em dia","rádio/televisão",484,"< 100","4 - 7",3,"Homem","uniao registrada","fiador",3,"Imóvel",28,"banco","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",812
"813",813,"Negativo",36,"Pendente (outros bancos)","carro (usado)",9629,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",24,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",813
"814",814,"Negativo",48,"Pago em dia","eletrodomésticos",3051,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",4,"Carro/outro",54,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",814
"815",815,"Negativo",48,"Pago em dia","carro (novo)",3931,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",46,"nenhum","de graça",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",815
"816",816,"Regular",36,"Pago mas já esteve em atraso","carro (novo)",7432,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",54,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",816
"817",817,"Inexistente",6,"Pago em dia","eletrodomésticos",1338,"500 - 1000","1 - 4",1,"Homem","uniao registrada","nenhum",4,"Imóvel",62,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",817
"818",818,"Inexistente",6,"Pendente (outros bancos)","rádio/televisão",1554,"< 100","4 - 7",1,"Mulher","uniao registrada","nenhum",2,"Carro/outro",24,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",818
"819",819,"Negativo",36,"Pago em dia","carro (usado)",15857,"< 100","desempregado",2,"Homem","uniao registrada","co-requerente",3,"Carro/outro",43,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",819
"820",820,"Negativo",18,"Pago em dia","rádio/televisão",1345,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",3,"Imóvel",26,"banco","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",820
"821",821,"Inexistente",12,"Pago em dia","carro (novo)",1101,"< 100","1 - 4",3,"Homem","uniao registrada","nenhum",2,"Imóvel",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",821
"822",822,"Alto",12,"Pago em dia","rádio/televisão",3016,"< 100","1 - 4",3,"Homem","uniao registrada","nenhum",1,"Carro/outro",24,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",822
"823",823,"Negativo",36,"Pago em dia","móveis/equipamentos",2712,"< 100","> 7",2,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",41,"banco","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",823
"824",824,"Negativo",8,"Pendente (outros bancos)","carro (novo)",731,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Imóvel",47,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",824
"825",825,"Inexistente",18,"Pendente (outros bancos)","móveis/equipamentos",3780,"< 100","...<1ano",3,"Homem","uniao registrada","nenhum",2,"Carro/outro",35,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",825
"826",826,"Negativo",21,"Pendente (outros bancos)","carro (novo)",1602,"< 100","> 7",4,"Homem","uniao registrada","nenhum",3,"Carro/outro",30,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",826
"827",827,"Negativo",18,"Pendente (outros bancos)","carro (novo)",3966,"< 100","> 7",1,"Mulher","uniao registrada","nenhum",4,"Imóvel",33,"banco","alugada",3,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",827
"828",828,"Inexistente",18,"Quitados","negócios",4165,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"Carro/outro",36,"lojas","própria",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",828
"829",829,"Negativo",36,"Pago em dia","carro (usado)",8335,"Desconhecido/Inexistente","> 7",3,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",47,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",829
"830",830,"Regular",48,"Pago mas já esteve em atraso","negócios",6681,"Desconhecido/Inexistente","1 - 4",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",38,"nenhum","de graça",1,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",830
"831",831,"Inexistente",24,"Pago mas já esteve em atraso","negócios",2375,"500 - 1000","1 - 4",4,"Homem"," solteiro","nenhum",2,"Carro/outro",44,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",831
"832",832,"Negativo",18,"Pago em dia","carro (novo)",1216,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",3,"Carro/outro",23,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",832
"833",833,"Negativo",45,"Quitados","negócios",11816,"< 100","> 7",2,"Homem"," solteiro","nenhum",4,"Carro/outro",29,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",833
"834",834,"Regular",24,"Pago em dia","rádio/televisão",5084,"Desconhecido/Inexistente","> 7",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",42,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",834
"835",835,"Alto",15,"Pago em dia","rádio/televisão",2327,"< 100","...<1ano",2,"Mulher","uniao registrada","nenhum",3,"Imóvel",25,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",835
"836",836,"Negativo",12,"Quitados","carro (novo)",1082,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"Carro/outro",48,"banco","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",836
"837",837,"Inexistente",12,"Pago em dia","rádio/televisão",886,"Desconhecido/Inexistente","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"Carro/outro",21,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",837
"838",838,"Inexistente",4,"Pago em dia","móveis/equipamentos",601,"< 100","...<1ano",1,"Mulher","uniao registrada","nenhum",3,"Imóvel",23,"nenhum","alugada",1,"não qualificado - residente",2,"Nenhum","Sim","Bom",838
"839",839,"Negativo",24,"Pendente (outros bancos)","carro (usado)",2957,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",63,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",839
"840",840,"Inexistente",24,"Pendente (outros bancos)","rádio/televisão",2611,"< 100","> 7",4,"Homem","uniao registrada","co-requerente",3,"Imóvel",46,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",840
"841",841,"Negativo",36,"Pago em dia","móveis/equipamentos",5179,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",29,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",841
"842",842,"Inexistente",21,"Pago mas já esteve em atraso","carro (usado)",2993,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",2,"Imóvel",28,"lojas","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",842
"843",843,"Inexistente",18,"Pago em dia","reparos",1943,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"Imóvel",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",843
"844",844,"Inexistente",24,"Quitados","negócios",1559,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",50,"banco","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",844
"845",845,"Inexistente",18,"Pago em dia","móveis/equipamentos",3422,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",47,"banco","própria",3,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",845
"846",846,"Regular",21,"Pago em dia","móveis/equipamentos",3976,"Desconhecido/Inexistente","4 - 7",2,"Homem"," solteiro","nenhum",3,"Carro/outro",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",846
"847",847,"Inexistente",18,"Pago em dia","carro (novo)",6761,"Desconhecido/Inexistente","1 - 4",2,"Homem"," solteiro","nenhum",4,"Carro/outro",68,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",847
"848",848,"Inexistente",24,"Pago em dia","carro (novo)",1249,"< 100","...<1ano",4,"Homem","uniao registrada","nenhum",2,"Imóvel",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",848
"849",849,"Negativo",9,"Pago em dia","rádio/televisão",1364,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",4,"Imóvel",59,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",849
"850",850,"Negativo",12,"Pago em dia","rádio/televisão",709,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Imóvel",57,"lojas","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",850
"851",851,"Negativo",20,"Pendente (outros bancos)","carro (novo)",2235,"< 100","1 - 4",4,"Homem","uniao registrada","fiador",2,"Poupança/
Seguro de vida",33,"banco","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Não","Ruim",851
"852",852,"Inexistente",24,"Pendente (outros bancos)","carro (usado)",4042,"Desconhecido/Inexistente","4 - 7",3,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",43,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",852
"853",853,"Inexistente",15,"Pendente (outros bancos)","rádio/televisão",1471,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",35,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",853
"854",854,"Negativo",18,"Quitados","carro (novo)",1442,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",32,"nenhum","de graça",2,"não qualificado - residente",2,"Nenhum","Sim","Ruim",854
"855",855,"Inexistente",36,"Pago mas já esteve em atraso","carro (novo)",10875,"< 100","> 7",2,"Homem"," solteiro","nenhum",2,"Carro/outro",45,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",855
"856",856,"Inexistente",24,"Pago em dia","carro (novo)",1474,"100 - 500","...<1ano",4,"Homem","uniao registrada","nenhum",3,"Imóvel",33,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",856
"857",857,"Inexistente",10,"Pago em dia","reciclagem",894,"Desconhecido/Inexistente","4 - 7",4,"Mulher","uniao registrada","nenhum",3,"Poupança/
Seguro de vida",40,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",857
"858",858,"Inexistente",15,"Pendente (outros bancos)","móveis/equipamentos",3343,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",28,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",858
"859",859,"Negativo",15,"Pago em dia","carro (novo)",3959,"< 100","1 - 4",3,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",29,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",859
"860",860,"Inexistente",9,"Pago em dia","carro (novo)",3577,"100 - 500","1 - 4",1,"Homem"," solteiro","fiador",2,"Imóvel",26,"nenhum","alugada",1,"funcionário/funcionário qualificado",2,"Nenhum","Não","Bom",860
"861",861,"Inexistente",24,"Pendente (outros bancos)","carro (usado)",5804,"> 1000","1 - 4",4,"Homem"," solteiro","nenhum",2,"Imóvel",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",861
