ID,status_conta,duracao_mes,hist_credito,qtdd_credito,percen_tx_rendim_disp,dev_fiadores,outros_par,n_creditos,classe
868,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),3331,2,nenhum,lojas,1,Bom
869,Inexistente,36,créditos existentes pagos devidamente até agora,7409,3,nenhum,nenhum,2,Bom
870,Negativo,12,créditos existentes pagos devidamente até agora,652,4,nenhum,nenhum,1,Bom
871,Inexistente,36,atraso no pagamento no passado,7678,2,nenhum,nenhum,2,Bom
872,Alto,6,conta crítica/outros créditos existentes (não neste banco),1343,1,nenhum,nenhum,2,Bom
873,Negativo,24,conta crítica/outros créditos existentes (não neste banco),1382,4,nenhum,nenhum,2,Bom
874,Inexistente,15,créditos existentes pagos devidamente até agora,874,4,nenhum,nenhum,1,Bom
875,Negativo,12,créditos existentes pagos devidamente até agora,3590,2,co-requerente,nenhum,1,Bom
876,Regular,11,conta crítica/outros créditos existentes (não neste banco),1322,4,nenhum,nenhum,2,Bom
877,Negativo,18,todos os créditos deste banco foram devidamente pagos,1940,3,co-requerente,banco,1,Bom
878,Inexistente,36,créditos existentes pagos devidamente até agora,3595,4,nenhum,nenhum,1,Bom
879,Negativo,9,créditos existentes pagos devidamente até agora,1422,3,nenhum,nenhum,1,Ruim
880,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),6742,2,nenhum,nenhum,2,Bom
881,Inexistente,24,créditos existentes pagos devidamente até agora,7814,3,nenhum,nenhum,1,Bom
882,Inexistente,24,créditos existentes pagos devidamente até agora,9277,2,nenhum,nenhum,1,Bom
883,Regular,30,conta crítica/outros créditos existentes (não neste banco),2181,4,nenhum,nenhum,2,Bom
884,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1098,4,nenhum,nenhum,2,Bom
885,Regular,24,créditos existentes pagos devidamente até agora,4057,3,nenhum,nenhum,1,Ruim
886,Negativo,12,créditos existentes pagos devidamente até agora,795,4,nenhum,nenhum,1,Ruim
887,Regular,24,conta crítica/outros créditos existentes (não neste banco),2825,4,nenhum,nenhum,2,Bom
888,Regular,48,créditos existentes pagos devidamente até agora,15672,2,nenhum,nenhum,1,Ruim
889,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),6614,4,nenhum,nenhum,2,Bom
890,Inexistente,28,todos os créditos deste banco foram devidamente pagos,7824,3,fiador,banco,2,Bom
891,Negativo,27,conta crítica/outros créditos existentes (não neste banco),2442,4,nenhum,lojas,4,Bom
892,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),1829,4,nenhum,nenhum,2,Bom
893,Negativo,12,conta crítica/outros créditos existentes (não neste banco),2171,4,nenhum,banco,2,Bom
894,Regular,36,conta crítica/outros créditos existentes (não neste banco),5800,3,nenhum,nenhum,2,Bom
895,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1169,4,nenhum,nenhum,2,Bom
896,Inexistente,36,atraso no pagamento no passado,8947,3,nenhum,lojas,1,Bom
897,Negativo,21,créditos existentes pagos devidamente até agora,2606,4,nenhum,nenhum,1,Bom
898,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),1592,3,nenhum,nenhum,1,Bom
899,Inexistente,15,créditos existentes pagos devidamente até agora,2186,1,nenhum,banco,1,Bom
900,Negativo,18,créditos existentes pagos devidamente até agora,4153,2,co-requerente,nenhum,1,Ruim
901,Negativo,16,conta crítica/outros créditos existentes (não neste banco),2625,2,fiador,banco,1,Ruim
902,Inexistente,20,conta crítica/outros créditos existentes (não neste banco),3485,2,nenhum,nenhum,2,Bom
903,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),10477,2,nenhum,nenhum,2,Bom
904,Inexistente,15,créditos existentes pagos devidamente até agora,1386,4,nenhum,nenhum,1,Bom
905,Inexistente,24,créditos existentes pagos devidamente até agora,1278,4,nenhum,nenhum,1,Bom
906,Negativo,12,créditos existentes pagos devidamente até agora,1107,2,nenhum,nenhum,1,Bom
907,Negativo,21,créditos existentes pagos devidamente até agora,3763,2,co-requerente,nenhum,1,Bom
908,Regular,36,créditos existentes pagos devidamente até agora,3711,2,nenhum,nenhum,1,Bom
909,Inexistente,15,atraso no pagamento no passado,3594,1,nenhum,nenhum,2,Bom
910,Regular,9,créditos existentes pagos devidamente até agora,3195,1,nenhum,nenhum,1,Bom
911,Inexistente,36,atraso no pagamento no passado,4454,4,nenhum,nenhum,2,Bom
912,Regular,24,conta crítica/outros créditos existentes (não neste banco),4736,2,nenhum,banco,1,Ruim
913,Regular,30,créditos existentes pagos devidamente até agora,2991,2,nenhum,nenhum,1,Bom
914,Inexistente,11,créditos existentes pagos devidamente até agora,2142,1,nenhum,nenhum,1,Bom
915,Negativo,24,todos os créditos deste banco foram devidamente pagos,3161,4,nenhum,nenhum,1,Ruim
916,Regular,48,nenhum crédito obtido/todos os créditos pagos devidamente,18424,1,nenhum,banco,1,Ruim
917,Inexistente,10,créditos existentes pagos devidamente até agora,2848,1,co-requerente,nenhum,1,Bom
918,Negativo,6,créditos existentes pagos devidamente até agora,14896,1,nenhum,banco,1,Ruim
919,Negativo,24,créditos existentes pagos devidamente até agora,2359,1,nenhum,nenhum,1,Ruim
920,Negativo,24,créditos existentes pagos devidamente até agora,3345,4,nenhum,nenhum,1,Ruim
921,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1817,4,nenhum,nenhum,2,Bom
922,Inexistente,48,atraso no pagamento no passado,12749,4,nenhum,nenhum,1,Bom
923,Negativo,9,créditos existentes pagos devidamente até agora,1366,3,nenhum,nenhum,1,Ruim
924,Regular,12,créditos existentes pagos devidamente até agora,2002,3,nenhum,nenhum,1,Bom
925,Negativo,24,todos os créditos deste banco foram devidamente pagos,6872,2,nenhum,banco,1,Ruim
926,Negativo,12,todos os créditos deste banco foram devidamente pagos,697,4,nenhum,banco,2,Ruim
927,Negativo,18,conta crítica/outros créditos existentes (não neste banco),1049,4,nenhum,nenhum,1,Bom
928,Negativo,48,créditos existentes pagos devidamente até agora,10297,4,nenhum,lojas,3,Ruim
929,Inexistente,30,créditos existentes pagos devidamente até agora,1867,4,nenhum,nenhum,1,Bom
930,Negativo,12,atraso no pagamento no passado,1344,4,nenhum,nenhum,2,Bom
931,Negativo,24,créditos existentes pagos devidamente até agora,1747,4,co-requerente,nenhum,1,Bom
932,Regular,9,créditos existentes pagos devidamente até agora,1670,4,nenhum,nenhum,1,Ruim
933,Inexistente,9,conta crítica/outros créditos existentes (não neste banco),1224,3,nenhum,nenhum,2,Bom
934,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),522,4,nenhum,nenhum,2,Bom
935,Negativo,12,créditos existentes pagos devidamente até agora,1498,4,nenhum,banco,1,Bom
936,Regular,30,atraso no pagamento no passado,1919,4,nenhum,lojas,2,Ruim
937,Alto,9,créditos existentes pagos devidamente até agora,745,3,nenhum,nenhum,1,Ruim
938,Regular,6,créditos existentes pagos devidamente até agora,2063,4,nenhum,nenhum,1,Bom
939,Regular,60,créditos existentes pagos devidamente até agora,6288,4,nenhum,nenhum,1,Ruim
940,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),6842,2,nenhum,nenhum,2,Bom
941,Inexistente,12,créditos existentes pagos devidamente até agora,3527,2,nenhum,nenhum,1,Bom
942,Inexistente,10,créditos existentes pagos devidamente até agora,1546,3,nenhum,nenhum,1,Bom
943,Inexistente,24,créditos existentes pagos devidamente até agora,929,4,nenhum,lojas,1,Bom
944,Inexistente,4,conta crítica/outros créditos existentes (não neste banco),1455,2,nenhum,nenhum,3,Bom
945,Negativo,15,créditos existentes pagos devidamente até agora,1845,4,fiador,nenhum,1,Bom
946,Regular,48,nenhum crédito obtido/todos os créditos pagos devidamente,8358,1,nenhum,nenhum,2,Bom
947,Negativo,24,todos os créditos deste banco foram devidamente pagos,3349,4,nenhum,nenhum,1,Ruim
948,Inexistente,12,créditos existentes pagos devidamente até agora,2859,4,nenhum,nenhum,1,Bom
949,Inexistente,18,créditos existentes pagos devidamente até agora,1533,4,co-requerente,nenhum,1,Ruim
950,Inexistente,24,créditos existentes pagos devidamente até agora,3621,2,nenhum,nenhum,2,Ruim
951,Regular,18,conta crítica/outros créditos existentes (não neste banco),3590,3,nenhum,nenhum,3,Bom
952,Negativo,36,atraso no pagamento no passado,2145,2,nenhum,nenhum,2,Ruim
953,Regular,24,créditos existentes pagos devidamente até agora,4113,3,nenhum,nenhum,1,Ruim
954,Inexistente,36,créditos existentes pagos devidamente até agora,10974,4,nenhum,nenhum,2,Ruim
955,Negativo,12,créditos existentes pagos devidamente até agora,1893,4,fiador,nenhum,1,Bom
956,Negativo,24,conta crítica/outros créditos existentes (não neste banco),1231,4,nenhum,nenhum,2,Bom
957,Alto,30,conta crítica/outros créditos existentes (não neste banco),3656,4,nenhum,lojas,2,Bom
958,Regular,9,conta crítica/outros créditos existentes (não neste banco),1154,2,nenhum,nenhum,3,Bom
959,Negativo,28,créditos existentes pagos devidamente até agora,4006,3,nenhum,nenhum,1,Ruim
960,Regular,24,créditos existentes pagos devidamente até agora,3069,4,nenhum,nenhum,1,Bom
961,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),1740,2,nenhum,nenhum,2,Bom
962,Regular,21,atraso no pagamento no passado,2353,1,nenhum,nenhum,2,Bom
963,Inexistente,15,créditos existentes pagos devidamente até agora,3556,3,nenhum,nenhum,1,Bom
964,Inexistente,24,créditos existentes pagos devidamente até agora,2397,3,nenhum,banco,2,Ruim
965,Regular,6,créditos existentes pagos devidamente até agora,454,3,nenhum,nenhum,1,Bom
966,Regular,30,créditos existentes pagos devidamente até agora,1715,4,nenhum,nenhum,1,Bom
967,Regular,27,conta crítica/outros créditos existentes (não neste banco),2520,4,nenhum,nenhum,2,Ruim
968,Inexistente,15,créditos existentes pagos devidamente até agora,3568,4,nenhum,banco,1,Bom
969,Inexistente,42,créditos existentes pagos devidamente até agora,7166,2,nenhum,nenhum,1,Bom
970,Negativo,11,conta crítica/outros créditos existentes (não neste banco),3939,1,nenhum,nenhum,2,Bom
971,Regular,15,créditos existentes pagos devidamente até agora,1514,4,fiador,nenhum,1,Bom
972,Inexistente,24,créditos existentes pagos devidamente até agora,7393,1,nenhum,nenhum,1,Bom
973,Negativo,24,todos os créditos deste banco foram devidamente pagos,1193,1,co-requerente,nenhum,2,Ruim
974,Negativo,60,créditos existentes pagos devidamente até agora,7297,4,co-requerente,nenhum,1,Ruim
975,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),2831,4,nenhum,nenhum,1,Bom
976,Alto,24,créditos existentes pagos devidamente até agora,1258,3,nenhum,nenhum,1,Bom
977,Regular,6,créditos existentes pagos devidamente até agora,753,2,fiador,nenhum,1,Bom
978,Regular,18,atraso no pagamento no passado,2427,4,nenhum,nenhum,2,Bom
979,Inexistente,24,atraso no pagamento no passado,2538,4,nenhum,nenhum,2,Ruim
980,Regular,15,todos os créditos deste banco foram devidamente pagos,1264,2,nenhum,nenhum,1,Ruim
981,Regular,30,conta crítica/outros créditos existentes (não neste banco),8386,2,nenhum,nenhum,1,Ruim
982,Inexistente,48,créditos existentes pagos devidamente até agora,4844,3,nenhum,banco,1,Ruim
983,Alto,21,créditos existentes pagos devidamente até agora,2923,1,nenhum,banco,1,Bom
984,Negativo,36,créditos existentes pagos devidamente até agora,8229,2,nenhum,nenhum,1,Ruim
985,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2028,2,nenhum,nenhum,2,Bom
986,Negativo,15,conta crítica/outros créditos existentes (não neste banco),1433,4,nenhum,nenhum,2,Bom
987,Alto,42,nenhum crédito obtido/todos os créditos pagos devidamente,6289,2,nenhum,nenhum,2,Bom
988,Inexistente,13,créditos existentes pagos devidamente até agora,1409,2,nenhum,nenhum,1,Bom
989,Negativo,24,créditos existentes pagos devidamente até agora,6579,4,nenhum,nenhum,1,Bom
990,Regular,24,conta crítica/outros créditos existentes (não neste banco),1743,4,nenhum,nenhum,2,Bom
991,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),3565,2,nenhum,nenhum,2,Bom
992,Inexistente,15,todos os créditos deste banco foram devidamente pagos,1569,4,nenhum,banco,1,Bom
993,Negativo,18,créditos existentes pagos devidamente até agora,1936,2,nenhum,nenhum,2,Bom
994,Negativo,36,créditos existentes pagos devidamente até agora,3959,4,nenhum,nenhum,1,Bom
995,Inexistente,12,créditos existentes pagos devidamente até agora,2390,4,nenhum,nenhum,1,Bom
996,Inexistente,12,créditos existentes pagos devidamente até agora,1736,3,nenhum,nenhum,1,Bom
997,Negativo,30,créditos existentes pagos devidamente até agora,3857,4,nenhum,nenhum,1,Bom
998,Inexistente,12,créditos existentes pagos devidamente até agora,804,4,nenhum,nenhum,1,Bom
999,Negativo,45,créditos existentes pagos devidamente até agora,1845,4,nenhum,nenhum,1,Ruim
1000,Regular,45,conta crítica/outros créditos existentes (não neste banco),4576,3,nenhum,nenhum,1,Bom
