ID,status_conta,duracao_mes,hist_credito,qtdd_credito,percen_tx_rendim_disp,dev_fiadores,outros_par,n_creditos,classe
847, inexistente,18,créditos existentes pagos devidamente até agora,6761,2,nenhum,nenhum,2,Ruim
848, inexistente,24,créditos existentes pagos devidamente até agora,1249,4,nenhum,nenhum,1,Bom
849,negativo,9,créditos existentes pagos devidamente até agora,1364,3,nenhum,nenhum,1,Bom
850,negativo,12,créditos existentes pagos devidamente até agora,709,4,nenhum,lojas,1,Ruim
851,negativo,20,conta crítica/outros créditos existentes (não neste banco),2235,4,fiador,banco,2,Ruim
852, inexistente,24,conta crítica/outros créditos existentes (não neste banco),4042,3,nenhum,nenhum,2,Bom
853, inexistente,15,conta crítica/outros créditos existentes (não neste banco),1471,4,nenhum,nenhum,2,Bom
854,negativo,18,todos os créditos deste banco foram devidamente pagos,1442,4,nenhum,nenhum,2,Ruim
855, inexistente,36,atraso no pagamento no passado,10875,2,nenhum,nenhum,2,Bom
856, inexistente,24,créditos existentes pagos devidamente até agora,1474,4,nenhum,nenhum,1,Bom
857, inexistente,10,créditos existentes pagos devidamente até agora,894,4,nenhum,nenhum,1,Bom
858, inexistente,15,conta crítica/outros créditos existentes (não neste banco),3343,4,nenhum,nenhum,1,Bom
859,negativo,15,créditos existentes pagos devidamente até agora,3959,3,nenhum,nenhum,1,Ruim
860, inexistente,9,créditos existentes pagos devidamente até agora,3577,1,fiador,nenhum,1,Bom
861, inexistente,24,conta crítica/outros créditos existentes (não neste banco),5804,4,nenhum,nenhum,2,Bom
862, inexistente,18,atraso no pagamento no passado,2169,4,nenhum,nenhum,1,Ruim
863,negativo,24,créditos existentes pagos devidamente até agora,2439,4,nenhum,nenhum,1,Ruim
864, inexistente,27,conta crítica/outros créditos existentes (não neste banco),4526,4,nenhum,lojas,2,Bom
865, inexistente,10,créditos existentes pagos devidamente até agora,2210,2,nenhum,banco,1,Ruim
866, inexistente,15,créditos existentes pagos devidamente até agora,2221,2,nenhum,nenhum,1,Bom
867,negativo,18,créditos existentes pagos devidamente até agora,2389,4,nenhum,lojas,1,Bom
868, inexistente,12,conta crítica/outros créditos existentes (não neste banco),3331,2,nenhum,lojas,1,Bom
869, inexistente,36,créditos existentes pagos devidamente até agora,7409,3,nenhum,nenhum,2,Bom
870,negativo,12,créditos existentes pagos devidamente até agora,652,4,nenhum,nenhum,1,Bom
871, inexistente,36,atraso no pagamento no passado,7678,2,nenhum,nenhum,2,Bom
872,...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,6,conta crítica/outros créditos existentes (não neste banco),1343,1,nenhum,nenhum,2,Bom
873,negativo,24,conta crítica/outros créditos existentes (não neste banco),1382,4,nenhum,nenhum,2,Bom
874, inexistente,15,créditos existentes pagos devidamente até agora,874,4,nenhum,nenhum,1,Bom
875,negativo,12,créditos existentes pagos devidamente até agora,3590,2,co-requerente,nenhum,1,Bom
876,regular,11,conta crítica/outros créditos existentes (não neste banco),1322,4,nenhum,nenhum,2,Bom
877,negativo,18,todos os créditos deste banco foram devidamente pagos,1940,3,co-requerente,banco,1,Bom
878, inexistente,36,créditos existentes pagos devidamente até agora,3595,4,nenhum,nenhum,1,Bom
879,negativo,9,créditos existentes pagos devidamente até agora,1422,3,nenhum,nenhum,1,Ruim
880, inexistente,30,conta crítica/outros créditos existentes (não neste banco),6742,2,nenhum,nenhum,2,Bom
881, inexistente,24,créditos existentes pagos devidamente até agora,7814,3,nenhum,nenhum,1,Bom
882, inexistente,24,créditos existentes pagos devidamente até agora,9277,2,nenhum,nenhum,1,Bom
883,regular,30,conta crítica/outros créditos existentes (não neste banco),2181,4,nenhum,nenhum,2,Bom
884, inexistente,18,conta crítica/outros créditos existentes (não neste banco),1098,4,nenhum,nenhum,2,Bom
885,regular,24,créditos existentes pagos devidamente até agora,4057,3,nenhum,nenhum,1,Ruim
886,negativo,12,créditos existentes pagos devidamente até agora,795,4,nenhum,nenhum,1,Ruim
887,regular,24,conta crítica/outros créditos existentes (não neste banco),2825,4,nenhum,nenhum,2,Bom
888,regular,48,créditos existentes pagos devidamente até agora,15672,2,nenhum,nenhum,1,Ruim
889, inexistente,36,conta crítica/outros créditos existentes (não neste banco),6614,4,nenhum,nenhum,2,Bom
890, inexistente,28,todos os créditos deste banco foram devidamente pagos,7824,3,fiador,banco,2,Bom
891,negativo,27,conta crítica/outros créditos existentes (não neste banco),2442,4,nenhum,lojas,4,Bom
892, inexistente,15,conta crítica/outros créditos existentes (não neste banco),1829,4,nenhum,nenhum,2,Bom
893,negativo,12,conta crítica/outros créditos existentes (não neste banco),2171,4,nenhum,banco,2,Bom
894,regular,36,conta crítica/outros créditos existentes (não neste banco),5800,3,nenhum,nenhum,2,Bom
895, inexistente,18,conta crítica/outros créditos existentes (não neste banco),1169,4,nenhum,nenhum,2,Bom
896, inexistente,36,atraso no pagamento no passado,8947,3,nenhum,lojas,1,Bom
897,negativo,21,créditos existentes pagos devidamente até agora,2606,4,nenhum,nenhum,1,Bom
898, inexistente,12,conta crítica/outros créditos existentes (não neste banco),1592,3,nenhum,nenhum,1,Bom
899, inexistente,15,créditos existentes pagos devidamente até agora,2186,1,nenhum,banco,1,Bom
900,negativo,18,créditos existentes pagos devidamente até agora,4153,2,co-requerente,nenhum,1,Ruim
901,negativo,16,conta crítica/outros créditos existentes (não neste banco),2625,2,fiador,banco,1,Ruim
902, inexistente,20,conta crítica/outros créditos existentes (não neste banco),3485,2,nenhum,nenhum,2,Bom
903, inexistente,36,conta crítica/outros créditos existentes (não neste banco),10477,2,nenhum,nenhum,2,Bom
904, inexistente,15,créditos existentes pagos devidamente até agora,1386,4,nenhum,nenhum,1,Bom
905, inexistente,24,créditos existentes pagos devidamente até agora,1278,4,nenhum,nenhum,1,Bom
906,negativo,12,créditos existentes pagos devidamente até agora,1107,2,nenhum,nenhum,1,Bom
907,negativo,21,créditos existentes pagos devidamente até agora,3763,2,co-requerente,nenhum,1,Bom
908,regular,36,créditos existentes pagos devidamente até agora,3711,2,nenhum,nenhum,1,Bom
909, inexistente,15,atraso no pagamento no passado,3594,1,nenhum,nenhum,2,Bom
910,regular,9,créditos existentes pagos devidamente até agora,3195,1,nenhum,nenhum,1,Bom
911, inexistente,36,atraso no pagamento no passado,4454,4,nenhum,nenhum,2,Bom
912,regular,24,conta crítica/outros créditos existentes (não neste banco),4736,2,nenhum,banco,1,Ruim
913,regular,30,créditos existentes pagos devidamente até agora,2991,2,nenhum,nenhum,1,Bom
914, inexistente,11,créditos existentes pagos devidamente até agora,2142,1,nenhum,nenhum,1,Bom
915,negativo,24,todos os créditos deste banco foram devidamente pagos,3161,4,nenhum,nenhum,1,Ruim
916,regular,48,nenhum crédito obtido/todos os créditos pagos devidamente,18424,1,nenhum,banco,1,Ruim
917, inexistente,10,créditos existentes pagos devidamente até agora,2848,1,co-requerente,nenhum,1,Bom
918,negativo,6,créditos existentes pagos devidamente até agora,14896,1,nenhum,banco,1,Ruim
919,negativo,24,créditos existentes pagos devidamente até agora,2359,1,nenhum,nenhum,1,Ruim
920,negativo,24,créditos existentes pagos devidamente até agora,3345,4,nenhum,nenhum,1,Ruim
921, inexistente,18,conta crítica/outros créditos existentes (não neste banco),1817,4,nenhum,nenhum,2,Bom
922, inexistente,48,atraso no pagamento no passado,12749,4,nenhum,nenhum,1,Bom
923,negativo,9,créditos existentes pagos devidamente até agora,1366,3,nenhum,nenhum,1,Ruim
924,regular,12,créditos existentes pagos devidamente até agora,2002,3,nenhum,nenhum,1,Bom
925,negativo,24,todos os créditos deste banco foram devidamente pagos,6872,2,nenhum,banco,1,Ruim
926,negativo,12,todos os créditos deste banco foram devidamente pagos,697,4,nenhum,banco,2,Ruim
927,negativo,18,conta crítica/outros créditos existentes (não neste banco),1049,4,nenhum,nenhum,1,Bom
928,negativo,48,créditos existentes pagos devidamente até agora,10297,4,nenhum,lojas,3,Ruim
929, inexistente,30,créditos existentes pagos devidamente até agora,1867,4,nenhum,nenhum,1,Bom
930,negativo,12,atraso no pagamento no passado,1344,4,nenhum,nenhum,2,Bom
931,negativo,24,créditos existentes pagos devidamente até agora,1747,4,co-requerente,nenhum,1,Bom
932,regular,9,créditos existentes pagos devidamente até agora,1670,4,nenhum,nenhum,1,Ruim
933, inexistente,9,conta crítica/outros créditos existentes (não neste banco),1224,3,nenhum,nenhum,2,Bom
934, inexistente,12,conta crítica/outros créditos existentes (não neste banco),522,4,nenhum,nenhum,2,Bom
935,negativo,12,créditos existentes pagos devidamente até agora,1498,4,nenhum,banco,1,Bom
936,regular,30,atraso no pagamento no passado,1919,4,nenhum,lojas,2,Ruim
937,...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,9,créditos existentes pagos devidamente até agora,745,3,nenhum,nenhum,1,Ruim
938,regular,6,créditos existentes pagos devidamente até agora,2063,4,nenhum,nenhum,1,Bom
939,regular,60,créditos existentes pagos devidamente até agora,6288,4,nenhum,nenhum,1,Ruim
940, inexistente,24,conta crítica/outros créditos existentes (não neste banco),6842,2,nenhum,nenhum,2,Bom
941, inexistente,12,créditos existentes pagos devidamente até agora,3527,2,nenhum,nenhum,1,Bom
942, inexistente,10,créditos existentes pagos devidamente até agora,1546,3,nenhum,nenhum,1,Bom
943, inexistente,24,créditos existentes pagos devidamente até agora,929,4,nenhum,lojas,1,Bom
944, inexistente,4,conta crítica/outros créditos existentes (não neste banco),1455,2,nenhum,nenhum,3,Bom
945,negativo,15,créditos existentes pagos devidamente até agora,1845,4,fiador,nenhum,1,Bom
946,regular,48,nenhum crédito obtido/todos os créditos pagos devidamente,8358,1,nenhum,nenhum,2,Bom
947,negativo,24,todos os créditos deste banco foram devidamente pagos,3349,4,nenhum,nenhum,1,Ruim
948, inexistente,12,créditos existentes pagos devidamente até agora,2859,4,nenhum,nenhum,1,Bom
949, inexistente,18,créditos existentes pagos devidamente até agora,1533,4,co-requerente,nenhum,1,Ruim
950, inexistente,24,créditos existentes pagos devidamente até agora,3621,2,nenhum,nenhum,2,Ruim
951,regular,18,conta crítica/outros créditos existentes (não neste banco),3590,3,nenhum,nenhum,3,Bom
952,negativo,36,atraso no pagamento no passado,2145,2,nenhum,nenhum,2,Ruim
953,regular,24,créditos existentes pagos devidamente até agora,4113,3,nenhum,nenhum,1,Ruim
954, inexistente,36,créditos existentes pagos devidamente até agora,10974,4,nenhum,nenhum,2,Ruim
955,negativo,12,créditos existentes pagos devidamente até agora,1893,4,fiador,nenhum,1,Bom
956,negativo,24,conta crítica/outros créditos existentes (não neste banco),1231,4,nenhum,nenhum,2,Bom
957,...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,30,conta crítica/outros créditos existentes (não neste banco),3656,4,nenhum,lojas,2,Bom
958,regular,9,conta crítica/outros créditos existentes (não neste banco),1154,2,nenhum,nenhum,3,Bom
959,negativo,28,créditos existentes pagos devidamente até agora,4006,3,nenhum,nenhum,1,Ruim
960,regular,24,créditos existentes pagos devidamente até agora,3069,4,nenhum,nenhum,1,Bom
961, inexistente,6,conta crítica/outros créditos existentes (não neste banco),1740,2,nenhum,nenhum,2,Bom
962,regular,21,atraso no pagamento no passado,2353,1,nenhum,nenhum,2,Bom
963, inexistente,15,créditos existentes pagos devidamente até agora,3556,3,nenhum,nenhum,1,Bom
964, inexistente,24,créditos existentes pagos devidamente até agora,2397,3,nenhum,banco,2,Ruim
965,regular,6,créditos existentes pagos devidamente até agora,454,3,nenhum,nenhum,1,Bom
966,regular,30,créditos existentes pagos devidamente até agora,1715,4,nenhum,nenhum,1,Bom
967,regular,27,conta crítica/outros créditos existentes (não neste banco),2520,4,nenhum,nenhum,2,Ruim
968, inexistente,15,créditos existentes pagos devidamente até agora,3568,4,nenhum,banco,1,Bom
969, inexistente,42,créditos existentes pagos devidamente até agora,7166,2,nenhum,nenhum,1,Bom
970,negativo,11,conta crítica/outros créditos existentes (não neste banco),3939,1,nenhum,nenhum,2,Bom
971,regular,15,créditos existentes pagos devidamente até agora,1514,4,fiador,nenhum,1,Bom
972, inexistente,24,créditos existentes pagos devidamente até agora,7393,1,nenhum,nenhum,1,Bom
973,negativo,24,todos os créditos deste banco foram devidamente pagos,1193,1,co-requerente,nenhum,2,Ruim
974,negativo,60,créditos existentes pagos devidamente até agora,7297,4,co-requerente,nenhum,1,Ruim
975, inexistente,30,conta crítica/outros créditos existentes (não neste banco),2831,4,nenhum,nenhum,1,Bom
976,...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,24,créditos existentes pagos devidamente até agora,1258,3,nenhum,nenhum,1,Bom
977,regular,6,créditos existentes pagos devidamente até agora,753,2,fiador,nenhum,1,Bom
978,regular,18,atraso no pagamento no passado,2427,4,nenhum,nenhum,2,Bom
979, inexistente,24,atraso no pagamento no passado,2538,4,nenhum,nenhum,2,Ruim
980,regular,15,todos os créditos deste banco foram devidamente pagos,1264,2,nenhum,nenhum,1,Ruim
981,regular,30,conta crítica/outros créditos existentes (não neste banco),8386,2,nenhum,nenhum,1,Ruim
982, inexistente,48,créditos existentes pagos devidamente até agora,4844,3,nenhum,banco,1,Ruim
983,...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,21,créditos existentes pagos devidamente até agora,2923,1,nenhum,banco,1,Bom
984,negativo,36,créditos existentes pagos devidamente até agora,8229,2,nenhum,nenhum,1,Ruim
985, inexistente,24,conta crítica/outros créditos existentes (não neste banco),2028,2,nenhum,nenhum,2,Bom
986,negativo,15,conta crítica/outros créditos existentes (não neste banco),1433,4,nenhum,nenhum,2,Bom
987,...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,42,nenhum crédito obtido/todos os créditos pagos devidamente,6289,2,nenhum,nenhum,2,Bom
988, inexistente,13,créditos existentes pagos devidamente até agora,1409,2,nenhum,nenhum,1,Bom
989,negativo,24,créditos existentes pagos devidamente até agora,6579,4,nenhum,nenhum,1,Bom
990,regular,24,conta crítica/outros créditos existentes (não neste banco),1743,4,nenhum,nenhum,2,Bom
991, inexistente,12,conta crítica/outros créditos existentes (não neste banco),3565,2,nenhum,nenhum,2,Bom
992, inexistente,15,todos os créditos deste banco foram devidamente pagos,1569,4,nenhum,banco,1,Bom
993,negativo,18,créditos existentes pagos devidamente até agora,1936,2,nenhum,nenhum,2,Bom
994,negativo,36,créditos existentes pagos devidamente até agora,3959,4,nenhum,nenhum,1,Bom
995, inexistente,12,créditos existentes pagos devidamente até agora,2390,4,nenhum,nenhum,1,Bom
996, inexistente,12,créditos existentes pagos devidamente até agora,1736,3,nenhum,nenhum,1,Bom
997,negativo,30,créditos existentes pagos devidamente até agora,3857,4,nenhum,nenhum,1,Bom
998, inexistente,12,créditos existentes pagos devidamente até agora,804,4,nenhum,nenhum,1,Bom
999,negativo,45,créditos existentes pagos devidamente até agora,1845,4,nenhum,nenhum,1,Ruim
1000,regular,45,conta crítica/outros créditos existentes (não neste banco),4576,3,nenhum,nenhum,1,Bom
