status_conta,duracao_mes,hist_credito,proposito,qtdd_credito,reserva,temp_man_empr_atual,percen_tx_rendim_disp,genero,estado_civil,dev_fiadores,tempo_res_atual,patrimonio,idade_anos,outros_par,habitacao,n_creditos,status_ocupacional,n_corresponsaveis,telefone,estrangeiro,classe,ID
negativo,40,conta crítica/outros créditos existentes (não neste banco),educação,5998,< 100,1 - 4,4,Homem, solteiro,nenhum,3,desconhecido/sem propriedade,27,banco,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,790
regular,21,créditos existentes pagos devidamente até agora,negócios,1188,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,39,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,791
 inexistente,24,créditos existentes pagos devidamente até agora,carro (usado),6313,desconhecido/semcontapoupança,> 7,3,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",41,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,792
 inexistente,6,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1221,desconhecido/semcontapoupança,1 - 4,1,Homem,uniao registrada,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,27,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,793
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,2892,< 100,> 7,3,Homem,uniao registrada,nenhum,4,desconhecido/sem propriedade,51,nenhum,de graça,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,794
 inexistente,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,3062,500 - 1000,> 7,4,Homem, solteiro,nenhum,3,desconhecido/sem propriedade,32,nenhum,alugada,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,795
 inexistente,9,créditos existentes pagos devidamente até agora,móveis/equipamentos,2301,100 - 500,...<1ano,2,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,22,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,796
negativo,18,créditos existentes pagos devidamente até agora,carro (usado),7511,desconhecido/semcontapoupança,> 7,1,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,51,nenhum,de graça,1,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Ruim,797
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1258,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,22,nenhum,alugada,2,não qualificado - residente,1,Nenhum,Sim,Bom,798
 inexistente,24,atraso no pagamento no passado,carro (novo),717,desconhecido/semcontapoupança,> 7,4,Homem,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",54,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,799
regular,9,créditos existentes pagos devidamente até agora,carro (novo),1549,desconhecido/semcontapoupança,...<1ano,4,Homem, solteiro,nenhum,2,imobiliária,35,nenhum,própria,1,desempregado/não qualificado - não residente,1,Nenhum,Sim,Bom,800
 inexistente,24,conta crítica/outros créditos existentes (não neste banco),educação,1597,< 100,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,54,nenhum,de graça,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,801
regular,18,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1795,< 100,> 7,3,Mulher,uniao registrada,fiador,4,imobiliária,48,banco,alugada,2,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Bom,802
negativo,20,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,4272,< 100,> 7,1,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,24,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,803
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,976,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",35,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,804
regular,12,créditos existentes pagos devidamente até agora,carro (novo),7472,desconhecido/semcontapoupança,desempregado,1,Mulher,uniao registrada,nenhum,2,imobiliária,24,nenhum,alugada,1,desempregado/não qualificado - não residente,1,Nenhum,Sim,Bom,805
negativo,36,créditos existentes pagos devidamente até agora,carro (novo),9271,< 100,4 - 7,2,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",24,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,806
regular,6,créditos existentes pagos devidamente até agora,rádio/televisão,590,< 100,...<1ano,3,Homem,uniao registrada,nenhum,3,imobiliária,26,nenhum,própria,1,não qualificado - residente,1,Nenhum,Não,Bom,807
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,930,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,imobiliária,65,nenhum,própria,4,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,808
regular,42,todos os créditos deste banco foram devidamente pagos,carro (usado),9283,< 100,desempregado,1,Homem, solteiro,nenhum,2,desconhecido/sem propriedade,55,banco,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,809
regular,15,nenhum crédito obtido/todos os créditos pagos devidamente,carro (novo),1778,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,1,imobiliária,26,nenhum,alugada,2,desempregado/não qualificado - não residente,1,Nenhum,Sim,Ruim,810
regular,8,créditos existentes pagos devidamente até agora,negócios,907,< 100,...<1ano,3,Homem,uniao registrada,nenhum,2,imobiliária,26,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,811
regular,6,créditos existentes pagos devidamente até agora,rádio/televisão,484,< 100,4 - 7,3,Homem,uniao registrada,fiador,3,imobiliária,28,banco,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,812
negativo,36,conta crítica/outros créditos existentes (não neste banco),carro (usado),9629,< 100,4 - 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",24,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,813
negativo,48,créditos existentes pagos devidamente até agora,eletrodomésticos,3051,< 100,1 - 4,3,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",54,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,814
negativo,48,créditos existentes pagos devidamente até agora,carro (novo),3931,< 100,4 - 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,46,nenhum,de graça,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,815
regular,36,atraso no pagamento no passado,carro (novo),7432,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,54,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,816
 inexistente,6,créditos existentes pagos devidamente até agora,eletrodomésticos,1338,500 - 1000,1 - 4,1,Homem,uniao registrada,nenhum,4,imobiliária,62,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,817
 inexistente,6,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1554,< 100,4 - 7,1,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",24,nenhum,alugada,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,818
negativo,36,créditos existentes pagos devidamente até agora,carro (usado)0,15857,< 100,desempregado,2,Homem,uniao registrada,co-requerente,3,"carro ou outro, não em conta poupança/títulos",43,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,Nenhum,Sim,Bom,819
negativo,18,créditos existentes pagos devidamente até agora,rádio/televisão,1345,< 100,1 - 4,4,Homem,uniao registrada,nenhum,3,imobiliária,26,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,820
 inexistente,12,créditos existentes pagos devidamente até agora,carro (novo),1101,< 100,1 - 4,3,Homem,uniao registrada,nenhum,2,imobiliária,27,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,821
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,12,créditos existentes pagos devidamente até agora,rádio/televisão,3016,< 100,1 - 4,3,Homem,uniao registrada,nenhum,1,"carro ou outro, não em conta poupança/títulos",24,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,822
negativo,36,créditos existentes pagos devidamente até agora,móveis/equipamentos,2712,< 100,> 7,2,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,41,banco,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,823
negativo,8,conta crítica/outros créditos existentes (não neste banco),carro (novo),731,< 100,> 7,4,Homem, solteiro,nenhum,4,imobiliária,47,nenhum,própria,2,não qualificado - residente,1,Nenhum,Sim,Bom,824
 inexistente,18,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,3780,< 100,...<1ano,3,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",35,nenhum,própria,2,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,825
negativo,21,conta crítica/outros créditos existentes (não neste banco),carro (novo),1602,< 100,> 7,4,Homem,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",30,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,826
negativo,18,conta crítica/outros créditos existentes (não neste banco),carro (novo),3966,< 100,> 7,1,Mulher,uniao registrada,nenhum,4,imobiliária,33,banco,alugada,3,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,827
 inexistente,18,nenhum crédito obtido/todos os créditos pagos devidamente,negócios,4165,< 100,1 - 4,2,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",36,lojas,própria,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,828
negativo,36,créditos existentes pagos devidamente até agora,carro (usado),8335,desconhecido/semcontapoupança,> 7,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,47,nenhum,de graça,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,829
regular,48,atraso no pagamento no passado,negócios,6681,desconhecido/semcontapoupança,1 - 4,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,38,nenhum,de graça,1,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,830
 inexistente,24,atraso no pagamento no passado,negócios,2375,500 - 1000,1 - 4,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",44,nenhum,própria,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,831
negativo,18,créditos existentes pagos devidamente até agora,carro (novo),1216,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",23,nenhum,alugada,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,832
negativo,45,nenhum crédito obtido/todos os créditos pagos devidamente,negócios,11816,< 100,> 7,2,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",29,nenhum,alugada,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,833
regular,24,créditos existentes pagos devidamente até agora,rádio/televisão,5084,desconhecido/semcontapoupança,> 7,2,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",42,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,834
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,15,créditos existentes pagos devidamente até agora,rádio/televisão,2327,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,3,imobiliária,25,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Ruim,835
negativo,12,nenhum crédito obtido/todos os créditos pagos devidamente,carro (novo),1082,< 100,1 - 4,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",48,banco,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,836
 inexistente,12,créditos existentes pagos devidamente até agora,rádio/televisão,886,desconhecido/semcontapoupança,1 - 4,4,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",21,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,837
 inexistente,4,créditos existentes pagos devidamente até agora,móveis/equipamentos,601,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,3,imobiliária,23,nenhum,alugada,1,não qualificado - residente,2,Nenhum,Sim,Bom,838
negativo,24,conta crítica/outros créditos existentes (não neste banco),carro (usado),2957,< 100,> 7,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,63,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,839
 inexistente,24,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2611,< 100,> 7,4,Homem,uniao registrada,co-requerente,3,imobiliária,46,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,840
negativo,36,créditos existentes pagos devidamente até agora,móveis/equipamentos,5179,< 100,4 - 7,4,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,29,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,841
 inexistente,21,atraso no pagamento no passado,carro (usado),2993,< 100,1 - 4,3,Homem, solteiro,nenhum,2,imobiliária,28,lojas,própria,2,não qualificado - residente,1,Nenhum,Sim,Bom,842
 inexistente,18,créditos existentes pagos devidamente até agora,reparos,1943,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,imobiliária,23,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,843
 inexistente,24,todos os créditos deste banco foram devidamente pagos,negócios,1559,< 100,4 - 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",50,banco,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,844
 inexistente,18,créditos existentes pagos devidamente até agora,móveis/equipamentos,3422,< 100,> 7,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,47,banco,própria,3,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,845
regular,21,créditos existentes pagos devidamente até agora,móveis/equipamentos,3976,desconhecido/semcontapoupança,4 - 7,2,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",35,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,846
 inexistente,18,créditos existentes pagos devidamente até agora,carro (novo),6761,desconhecido/semcontapoupança,1 - 4,2,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",68,nenhum,alugada,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,847
 inexistente,24,créditos existentes pagos devidamente até agora,carro (novo),1249,< 100,...<1ano,4,Homem,uniao registrada,nenhum,2,imobiliária,28,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,848
negativo,9,créditos existentes pagos devidamente até agora,rádio/televisão,1364,< 100,4 - 7,3,Homem, solteiro,nenhum,4,imobiliária,59,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,849
negativo,12,créditos existentes pagos devidamente até agora,rádio/televisão,709,< 100,> 7,4,Homem, solteiro,nenhum,4,imobiliária,57,lojas,própria,1,não qualificado - residente,1,Nenhum,Sim,Ruim,850
negativo,20,conta crítica/outros créditos existentes (não neste banco),carro (novo),2235,< 100,1 - 4,4,Homem,uniao registrada,fiador,2,contrato de poupança/seguro de vida da sociedade civil,33,banco,alugada,2,funcionário/funcionário qualificado,1,Nenhum,Não,Ruim,851
 inexistente,24,conta crítica/outros créditos existentes (não neste banco),carro (usado),4042,desconhecido/semcontapoupança,4 - 7,3,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,43,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,852
 inexistente,15,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1471,< 100,1 - 4,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,35,nenhum,de graça,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,853
negativo,18,todos os créditos deste banco foram devidamente pagos,carro (novo),1442,< 100,4 - 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,32,nenhum,de graça,2,não qualificado - residente,2,Nenhum,Sim,Ruim,854
 inexistente,36,atraso no pagamento no passado,carro (novo),10875,< 100,> 7,2,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",45,nenhum,própria,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,855
 inexistente,24,créditos existentes pagos devidamente até agora,carro (novo),1474,100 - 500,...<1ano,4,Homem,uniao registrada,nenhum,3,imobiliária,33,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,856
 inexistente,10,créditos existentes pagos devidamente até agora,reciclagem,894,desconhecido/semcontapoupança,4 - 7,4,Mulher,uniao registrada,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,40,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,857
 inexistente,15,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,3343,< 100,1 - 4,4,Homem, solteiro,nenhum,2,desconhecido/sem propriedade,28,nenhum,de graça,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,858
negativo,15,créditos existentes pagos devidamente até agora,carro (novo),3959,< 100,1 - 4,3,Mulher,uniao registrada,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,29,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,859
 inexistente,9,créditos existentes pagos devidamente até agora,carro (novo),3577,100 - 500,1 - 4,1,Homem, solteiro,fiador,2,imobiliária,26,nenhum,alugada,1,funcionário/funcionário qualificado,2,Nenhum,Não,Bom,860
 inexistente,24,conta crítica/outros créditos existentes (não neste banco),carro (usado),5804,> 1000,1 - 4,4,Homem, solteiro,nenhum,2,imobiliária,27,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,861
 inexistente,18,atraso no pagamento no passado,negócios,2169,< 100,1 - 4,4,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",28,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,862
negativo,24,créditos existentes pagos devidamente até agora,rádio/televisão,2439,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,imobiliária,35,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,863
 inexistente,27,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,4526,> 1000,...<1ano,4,Homem, solteiro,nenhum,2,imobiliária,32,lojas,própria,2,não qualificado - residente,2,"Sim, registrado em nome do cliente",Sim,Bom,864
 inexistente,10,créditos existentes pagos devidamente até agora,móveis/equipamentos,2210,< 100,1 - 4,2,Homem, solteiro,nenhum,2,imobiliária,25,banco,alugada,1,não qualificado - residente,1,Nenhum,Sim,Ruim,865
 inexistente,15,créditos existentes pagos devidamente até agora,móveis/equipamentos,2221,500 - 1000,1 - 4,2,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",20,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,866
negativo,18,créditos existentes pagos devidamente até agora,rádio/televisão,2389,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,1,"carro ou outro, não em conta poupança/títulos",27,lojas,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,867
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,3331,< 100,> 7,2,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,42,lojas,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,868
 inexistente,36,créditos existentes pagos devidamente até agora,negócios,7409,desconhecido/semcontapoupança,> 7,3,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,37,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,869
negativo,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,652,< 100,> 7,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,24,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,870
 inexistente,36,atraso no pagamento no passado,móveis/equipamentos,7678,500 - 1000,4 - 7,2,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",40,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,871
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),1343,< 100,> 7,1,Homem, solteiro,nenhum,4,imobiliária,46,nenhum,própria,2,funcionário/funcionário qualificado,2,Nenhum,Não,Bom,872
negativo,24,conta crítica/outros créditos existentes (não neste banco),negócios,1382,100 - 500,4 - 7,4,Homem, solteiro,nenhum,1,imobiliária,26,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,873
 inexistente,15,créditos existentes pagos devidamente até agora,eletrodomésticos,874,desconhecido/semcontapoupança,...<1ano,4,Mulher,uniao registrada,nenhum,1,imobiliária,24,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,874
negativo,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,3590,< 100,1 - 4,2,Homem, solteiro,co-requerente,2,contrato de poupança/seguro de vida da sociedade civil,29,nenhum,própria,1,não qualificado - residente,2,Nenhum,Sim,Bom,875
regular,11,conta crítica/outros créditos existentes (não neste banco),carro (novo),1322,> 1000,1 - 4,4,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",40,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,876
negativo,18,todos os créditos deste banco foram devidamente pagos,rádio/televisão,1940,< 100,...<1ano,3,Homem, solteiro,co-requerente,4,desconhecido/sem propriedade,36,banco,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,877
 inexistente,36,créditos existentes pagos devidamente até agora,rádio/televisão,3595,< 100,> 7,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",28,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,878
negativo,9,créditos existentes pagos devidamente até agora,carro (novo),1422,< 100,...<1ano,3,Homem, solteiro,nenhum,2,desconhecido/sem propriedade,27,nenhum,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,879
 inexistente,30,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,6742,desconhecido/semcontapoupança,4 - 7,2,Homem, solteiro,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,36,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,880
 inexistente,24,créditos existentes pagos devidamente até agora,carro (usado),7814,< 100,4 - 7,3,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",38,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,881
 inexistente,24,créditos existentes pagos devidamente até agora,carro (usado),9277,desconhecido/semcontapoupança,1 - 4,2,Homem,uniao registrada,nenhum,4,desconhecido/sem propriedade,48,nenhum,de graça,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,882
regular,30,conta crítica/outros créditos existentes (não neste banco),carro (novo),2181,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,imobiliária,36,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,883
 inexistente,18,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1098,< 100,desempregado,4,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",65,nenhum,própria,2,desempregado/não qualificado - não residente,1,Nenhum,Sim,Bom,884
regular,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,4057,< 100,4 - 7,3,Homem,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",43,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,885
negativo,12,créditos existentes pagos devidamente até agora,educação,795,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,53,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,886
regular,24,conta crítica/outros créditos existentes (não neste banco),negócios,2825,desconhecido/semcontapoupança,4 - 7,4,Homem, solteiro,nenhum,3,desconhecido/sem propriedade,34,nenhum,própria,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,887
regular,48,créditos existentes pagos devidamente até agora,negócios,15672,< 100,1 - 4,2,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",23,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,888
 inexistente,36,conta crítica/outros créditos existentes (não neste banco),carro (novo),6614,< 100,> 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",34,nenhum,própria,2,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,889
 inexistente,28,todos os créditos deste banco foram devidamente pagos,carro (usado),7824,desconhecido/semcontapoupança,...<1ano,3,Homem, solteiro,fiador,4,imobiliária,40,banco,alugada,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,890
negativo,27,conta crítica/outros créditos existentes (não neste banco),negócios,2442,< 100,> 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",43,lojas,própria,4,gestão / autônomo / funcionário / diretor altamente qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,891
 inexistente,15,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1829,< 100,> 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",46,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,892
negativo,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),2171,< 100,1 - 4,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,38,banco,própria,2,não qualificado - residente,1,Nenhum,Não,Bom,893
regular,36,conta crítica/outros créditos existentes (não neste banco),carro (usado),5800,< 100,1 - 4,3,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",34,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,894
